product_sku,product_name,quantity_sold,revenue_usd
GGOEGAWC061254,Google Onesie Royal Blue,3,50.903333
GGOEGALQ034216,Google Women's Hero V-Neck Tee White,3,50.77
GGOEGAEJ028915,Google Women's Short Sleeve Shirt Dark Grey,3,50.557301
GGOEGAAQ057218,Google Men's Colorblock Tee White/Heather,1,50.39
GGOEGOAB021699,PaperMate Ink Joy Pen,23,50.203333
GGOEGAAJ032717,Google Men's Long & Lean Tee Grey,5,50.040909
GGOEGAER033216,Google Men's Long Sleeve Raglan Cranberry,2,49.98
GGOEGAAC075713,Google Adult Tee Fruit Games Dragonfruit,2,49.847857
GGOEGOCT019199,Google Red Spiral Notebook,6,49.082857
GGOEGAYH068426,Google Youth Short Sleeve T-shirt Green,3,48.903333
GGOEGAYH075226,Google Youth Tee Fruit Games Pineapple,2,48.672857
GGOEGAYR075426,Google Youth Tee Fruit Games Banana,2,48.672857
GGOEGAYC075326,Google Youth Tee Fruit Games Cherries,2,48.522857
GGOEAAYC068726,Android Youth Short Sleeve T-shirt Aqua,3,48.441428
GGOEYDHJ019399,YouTube 24 oz Stripe Accent Bottle,5,48.188094
GGOEAAWJ062550,Android Infant Short Sleeve Tee Pewter,3,48.086666
GGOEGAPJ058012,Google Women's 1/4 Zip Jacket Charcoal,1,48.0
GGOEGOAQ015999,Bic Intensity Clic Gel Pen,13,46.716665
GGOEGAXR066030,Google Toddler Sports T-shirt Red,3,46.61
GGOEGOAB015899,Bic Digital Clic Stic Stylus Pen,29,46.494444
GGOEGALB059917,Google Women's Short Sleeve Performance Tee Black,3,46.4825
GGOEGAEJ030713,Google 3/4 Sleeve Raglan Henley Grey,2,46.465714
GGOEGAAB058914,Google Men's Performance Badge Tee Black,2,46.43
GGOEGAER029215,Google Women's Short Sleeve Shirt Red,3,46.284285
GGOEGATB060217,Google Women's 1/4 Zip Performance Pullover Black,1,46.156666
GGOEGALQ036617,Google Women's Scoop Neck Tee White,3,45.127727
GGOEAAAJ032913,Android Men's Skater Badge Tee Charcoal,3,45.036666
GGOEAAEB031217,Android Heavyweight Long Sleeve Badge Tee Black,1,44.99
GGOEWAAJ082817,Waze Men's Short Sleeve Tee,2,44.73
GGOEGAEA030417,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,2,44.73
GGOEGAXH074730,Google Toddler Tee Fruit Games Pineapple,2,44.18
GGOEGALQ058114,Google Women's Colorblock Tee White,1,43.99
GGOEAAEJ035717,Android Men's Vintage Tank,2,43.78
GGOEGCBQ016499,SPF-15 Lip Balm,17,43.041666
GGOEYAEB031413,YouTube Men's 3/4 Sleeve Henley,2,42.98
GGOEGAYC075624,Google Youth Tee Fruit Games Lemon,2,42.901428
GGOEAAAJ032417,Android Men's Short Sleeve Tri-blend Hero Tee Grey,2,42.43
GGOEGAPB058617,Google Women's Yoga Jacket Black,1,42.333333
GGOEGAWC062148,Google Infant Short Sleeve Tee Cornflower Blue,3,42.079523
GGOEGAEE031017,Google Heavyweight Long Sleeve Hero Tee Burgundy,1,41.99
GGOEYAEJ029016,YouTube Women's Short Sleeve Hero Tee Charcoal,2,41.98
GGOEGAEJ030714,Google 3/4 Sleeve Raglan Henley Grey,2,41.216363
GGOEGAAJ073014,Google Men's Performance Tee Gunmetal,2,40.746666
GGOEGALJ072913,Google Women's Performance Tee Gunmetal,2,40.68
GGOEAAAB034913,Android BTTF Moonshot Shirt,2,40.146666
GGOEGDHG014499,25 oz. Infusion Water Bottle,4,40.141818
GGOEGALQ034217,Google Women's Hero V-Neck Tee White,2,39.98
GGOEYAEJ029516,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,5,39.4
GGOEGAXT075028,Google Toddler Tee Fruit Games Strawberry,2,39.38
GGOEYAWJ061454,YouTube Onesie Heather,2,39.135555
GGOEGAEJ033316,Google Men's Long Sleeve Pullover Crew Tee Heather,1,38.99
GGOEAAEJ033417,Android Men's Long Sleeve Badge Crew Tee Heather,1,38.99
GGOEGAXC075128,Google Toddler Tee Fruit Games Lemon,2,38.88
GGOEGAXC074828,Google Toddler Tee Fruit Games Cherries,2,38.88
GGOEGAWC061950,Google Infant Short Sleeve Tee Royal Blue,2,38.646666
GGOEAAWC062449,Android Infant Short Sleeve Tee Aqua,2,38.08
GGOEGAAQ057213,Google Men's Colorblock Tee White/Heather,1,37.99
GGOEYAEB028415,Women's YouTube Short Sleeve Hero Tee Black,2,37.746666
GGOEGALB059913,Google Women's Badge Performance Tee Black,2,37.715714
GGOEYAEA030516,YouTube Womens 3/4 Sleeve Baseball Raglan White/Black,2,37.48
GGOEGALJ034414,Google Women's Short Sleeve V-Neck Tee Stone,2,37.23
GGOEGAYT068556,Google Youth Short Sleeve T-shirt Yellow,2,36.929999
GGOEGAAJ057017,Google Men's Short Sleeve Performance Badge Tee Charcoal,2,36.735294
GGOEGCMB020932,Set of 3 Packing Cubes,2,36.332941
GGOEGAEJ028917,Google Women's Short Sleeve Hero Dark Grey,2,36.18
GGOEAAEB028314,Android Women's Short Sleeve Hero Tee Black,2,35.98
GGOEGPXR023199,Collapsible Pet Bowl,8,35.807301
GGOEAAAB034813,Android BTTF Cosmos Shirt,2,35.646666
GGOEGAEC029117,Google Women's Short Sleeve Hero Tee Sky Blue,2,35.48
GGOEWALJ082713,Waze Women's Short Sleeve Tee,2,35.18
GGOEGAEJ033313,Google Men's Long Sleeve Pullover Crew Tee Heather,1,34.99
GGOEAAAJ032916,Android Men's Long & Lean Badge Tee Charcoal,6,34.689162
GGOEAAEC029414,Android Women's Short Sleeve Tri-blend Badge Tee Light Blue,2,34.255
GGOEGOCB078299,Google Leather Journal (Black),1,33.847142
GGOEGAAJ032713,Google Men's Long & Lean Tee Grey,3,33.795
GGOEGALH036717,Google Women's Scoop Neck Tee Green,2,33.646666
GGOEYAEJ029017,YouTube Women's Short Sleeve Hero Tee Charcoal,2,33.046666
GGOEGAWC061948,Google Infant Short Sleeve Tee Royal Blue,2,32.846666
GGOEYAEJ029014,YouTube Women's S/S Crew Tee,2,32.546666
GGOEYAEJ029013,YouTube Women's S/S Crew Tee,2,32.546666
GGOEGAAJ032716,Google Men's Long & Lean Tee Grey,4,32.444444
GGOEGAEJ028713,Google Women's Short Sleeve V-Neck Tee Dark Grey,2,32.305
GGOEGAER033217,Google Men's Long Sleeve Raglan Cranberry,2,32.283571
GGOEADWQ015699,Android 14 oz Mug White/Green,2,31.98
GGOEGAER029216,Google Women's Short Sleeve Shirt Red,2,31.808571
GGOEAAEH035216,Android Men's Vintage Henley,2,31.656666
GGOEGAEJ030113,Google Women's Tank Top,2,31.55647
GGOEGAER029216,Google Women's Short Sleeve Badge Tee Red Heather,2,31.54129
GGOEGAAH075917,Google Adult Tee Fruit Games Pineapple,1,28.99
GGOEYAAJ033015,YouTube Men's Long & Lean Tee Charcoal,2,28.98
GGOEYAEJ029616,YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,2,28.846666
GGOEYAEJ033517,YouTube Men's Long Sleeve Pullover Badge Tee Heather,1,28.545555
GGOEGAXC074830,Google Toddler Tee Fruit Games Cherries,1,28.49
GGOEGAAC075814,Google Adult Tee Fruit Games Cherries,1,27.99
GGOEGALJ034417,Google Women's Vintage Hero Tee Platinum,2,27.986666
GGOEYAAJ033017,YouTube Men's Skater Tee Charcoal,2,27.68
GGOEGAAH075916,Google Adult Tee Fruit Games Pineapple,1,27.323333
GGOEGAYC075626,Google Youth Tee Fruit Games Lemon,1,27.132857
GGOEGAYT075526,Google Youth Tee Fruit Games Strawberry,1,27.132857
GGOEGALJ034416,Google Women's Vintage Hero Tee Platinum,2,26.211666
GGOEGALP036317,Google Women's Tee Purple,1,25.74
GGOEGAEJ028116,Google Women's Short Sleeve Badge Tee Grey,4,25.720531
GGOEGAEJ030717,Google Men's 3/4 Sleeve Raglan Henley Grey,1,25.49
GGOEGALJ060115,Google Women's Short Sleeve Performance Tee Pewter,2,25.393809
GGOEGAYC075356,Google Youth Tee Fruit Games Cherries,1,24.79
GGOEGAYT075556,Google Youth Tee Fruit Games Strawberry,1,24.79
GGOEGAER033214,Google Men's Long Sleeve Baseball Raglan Cranberry,1,24.49
GGOEYAAJ033014,YouTube Men's Long & Lean Tee Charcoal,2,24.23
GGOEGAXH074755,Google Toddler Tee Fruit Games Pineapple,1,24.220769
GGOEGAXC075155,Google Toddler Tee Fruit Games Lemon,1,24.220769
GGOEYAEB031417,YouTube Men's 3/4 Sleeve Henley,1,23.99
GGOEAAAJ032913,Android Men's Long & Lean Badge Tee Charcoal,4,23.546305
GGOEAAEJ029315,Android Women's Short Sleeve Badge Tee Light Charcoal,1,23.49
GGOEGALJ073316,Google Women's Short Sleeve Hero Tee Heather,1,22.99
GGOEGAAJ073015,Google Men's Performance Tee Gunmetal,1,22.99
GGOEGAAJ073016,Google Men's Performance Tee Gunmetal,1,22.59
GGOEGAER029217,Google Women's Short Sleeve Badge Tee Red Heather,1,22.49
GGOEGAAJ073017,Google Men's Performance Tee Gunmetal,1,22.463684
GGOEGAXR074955,Google Toddler Tee Fruit Games Banana,1,22.19
GGOEYAEB030016,YouTube Women's Racer Back Tank Black,1,21.99
GGOEYAAJ033017,YouTube Men's Long & Lean Tee Charcoal,2,21.48
GGOEGAYH075225,Google Youth Tee Fruit Games Pineapple,1,21.456666
GGOEGAYT075525,Google Youth Tee Fruit Games Strawberry,1,21.361428
GGOEGAYC075325,Google Youth Tee Fruit Games Cherries,1,21.361428
GGOEGAYH075224,Google Youth Tee Fruit Games Pineapple,1,21.361428
GGOEGAYR075425,Google Youth Tee Fruit Games Banana,1,21.361428
GGOEGAYR075424,Google Youth Tee Fruit Games Banana,1,21.29
GGOEGAXT075029,Google Toddler Tee Fruit Games Strawberry,1,21.19
GGOEGAYC075324,Google Youth Tee Fruit Games Cherries,1,21.04
GGOEGAAL059017,Google Men's Performance Badge Tee Navy,1,20.59
GGOEGALP036314,Google Women's Tee Purple,1,20.523333
GGOEWALJ083417,Waze Women's Typography Short Sleeve Tee,1,19.99
GGOEGAXR074929,Google Toddler Tee Fruit Games Banana,1,19.79
GGOEGAXH074729,Google Toddler Tee Fruit Games Pineapple,1,19.69
GGOEWALJ083415,Waze Women's Typography Short Sleeve Tee,1,19.523333
GGOEAAEJ029317,Android Women's Short Sleeve Badge Tee Light Charcoal,1,19.49
GGOEGESB015099,Powerbank Flashlight,1,19.39
GGOEWAAJ083516,Waze Men's Typography Short Sleeve Tee,1,19.323333
GGOEAAEJ029313,Android Women's Short Sleeve Tri-blend Badge Tee Light Grey,1,19.220769
GGOEAFKQ020499,8pc Android Sticker Sheet,11,19.077301
GGOEAAEJ028216,Android Women's Short Sleeve Badge Tee Dark Heather,1,18.99
GGOEAAEB028316,Android Women's Short Sleeve Hero Tee Black,1,18.99
GGOEYAEB028416,Women's YouTube Short Sleeve Hero Tee Black,1,18.99
GGOEGALJ060113,Google Women's Badge Performance Tee Gunmetal,1,18.875714
GGOEGAAL059015,Google Men's Performance Badge Tee Navy,1,18.59
GGOEGAER033213,Google Men's Long Sleeve Baseball Raglan Cranberry,1,18.456666
GGOEGAWC061949,Google Infant Short Sleeve Tee Royal Blue,1,18.09
GGOEGAUC057717,Google Women's Performance Golf Polo Blue,1,18.066666
GGOEGAAJ059115,Google Men's Performance Badge Tee Gunmetal,1,17.923333
GGOEGALB059916,Google Women's Badge Performance Tee Black,1,17.84
GGOEGAEA030614,Google Women's Recycled Fabric Tee,1,17.656666
GGOEAAAB034817,Android BTTF Cosmos Shirt,1,17.49
GGOEAAAB034917,Android BTTF Moonshot Shirt,1,17.44
GGOEGHGC019799,Google Sunglasses Blue,5,17.257142
GGOEWALJ083416,Waze Women's Typography Short Sleeve Tee,1,17.19
GGOEAAAJ032917,Android Men's Long & Lean Badge Tee Charcoal,3,17.189162
GGOEAAEB030214,Android Women's Racer Back Tank Black,1,16.99
GGOEYAEJ029517,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,1,16.856666
GGOEWAAJ083513,Waze Men's Typography Short Sleeve Tee,1,16.315
GGOEAAEJ029313,Android Women's Short Sleeve Badge Tee Light Charcoal,1,16.19
GGOEGAEJ029817,Google Women's V-Neck Tee Grey,1,16.19
GGOEGAEJ029816,Google Women's V-Neck Tee Grey,1,16.19
GGOEGAEJ029014,YouTube Women's S/S Crew Tee,1,16.023333
GGOEWALJ082715,Waze Women's Short Sleeve Tee,1,15.735454
GGOEGALJ072916,Google Women's Performance Hero Tee Gunmetal,1,15.532857
GGOEAHPB080210,Android 5-Panel Low Cap,1,15.307647
GGOEYOLR018699,YouTube Notebook Set,2,15.151428
GGOEYAAJ033013,YouTube Men's Long & Lean Tee Charcoal,1,14.99
GGOEYAEB030014,YouTube Women's Racer Back Tank Black,1,14.99
GGOEGALJ034415,Google Women's Short Sleeve V-Neck Tee Stone,1,14.84
GGOEGAEJ028716,Google Women's Short Sleeve V-Neck Tee Dark Grey,1,14.256666
GGOEGALJ034413,Google Women's Short Sleeve V-Neck Tee Stone,1,14.018571
GGOEGAEJ028715,Google Women's Short Sleeve V-Neck Tee Dark Grey,1,13.715
GGOEYAAJ033016,YouTube Men's Long & Lean Tee Charcoal,1,11.99
GGOEGHGT019599,Google Sunglasses Yellow,2,10.5
GGOEGCBN016899,Pet Feeding Mat,1,7.69
GGOEGALJ060116,Google Women's Short Sleeve Performance Tee Pewter,1,6.88
GGOEGPXC023299,Google Collapsible Pet Bowl Blue,1,4.79
GGOEGOXQ016399,Google Badge Pull,2,4.122857
GGOEGHGH019699,Google Sunglasses Green,1,3.0
GGOEGOFH020299,Screen Cleaning Cloth,1,2.323333
