fecha,country,revenue_usd,total_transactions,sesiones
2017-05-05,Ghana,,,2
2017-05-05,Greece,,,11
2017-05-05,Guatemala,,,2
2017-05-05,Hong Kong,,,12
2017-05-05,Hungary,,,18
2017-05-05,India,,,133
2017-05-05,Indonesia,,,9
2017-05-05,Iraq,,,4
2017-05-05,Ireland,,,13
2017-05-05,Israel,,,7
2017-05-05,Italy,,,23
2017-05-05,Japan,2336.65,2,31
2017-05-05,Kenya,,,1
2017-05-05,Kosovo,,,1
2017-05-05,Kuwait,,,1
2017-05-05,Latvia,,,4
2017-05-05,Lithuania,,,2
2017-05-05,Luxembourg,,,1
2017-05-05,Malaysia,,,10
2017-05-05,Maldives,,,1
2017-05-05,Malta,,,1
2017-05-05,Mexico,,,14
2017-05-05,Moldova,,,2
2017-05-05,Mongolia,,,1
2017-05-05,Morocco,,,2
2017-05-05,Myanmar (Burma),,,1
2017-05-05,Nepal,,,1
2017-05-05,Netherlands,,,31
2017-05-05,New Zealand,,,5
2017-05-05,Nigeria,,,1
2017-05-05,Norway,,,5
2017-05-05,Pakistan,,,5
2017-05-05,Panama,,,3
2017-05-05,Paraguay,,,1
2017-05-05,Peru,,,8
2017-05-05,Philippines,,,16
2017-05-05,Poland,140.04,1,18
2017-05-05,Portugal,,,14
2017-05-05,Puerto Rico,,,1
2017-05-05,Romania,,,11
2017-05-05,Russia,,,13
2017-05-05,Saudi Arabia,,,1
2017-05-05,Serbia,,,1
2017-05-05,Singapore,,,10
2017-05-05,Slovakia,,,8
2017-05-05,Slovenia,,,2
2017-05-05,South Africa,,,6
2017-05-05,South Korea,,,4
2017-05-05,Spain,,,60
2017-05-05,Sri Lanka,,,1
2017-05-05,Sweden,,,11
2017-05-05,Switzerland,,,18
2017-05-05,Taiwan,,,25
2017-05-05,Thailand,,,4
2017-05-05,Turkey,,,16
2017-05-05,Ukraine,,,12
2017-05-05,United Arab Emirates,,,1
2017-05-05,United Kingdom,,,106
2017-05-05,United States,5561.33,32,935
2017-05-05,Uruguay,,,3
2017-05-05,Venezuela,,,3
2017-05-05,Vietnam,,,3
2017-05-05,Yemen,,,1
2017-05-05,Zambia,,,1
2017-05-06,(not set),,,1
2017-05-06,Argentina,,,12
2017-05-06,Australia,,,47
2017-05-06,Austria,,,5
2017-05-06,Bahrain,,,1
2017-05-06,Bangladesh,,,3
2017-05-06,Belarus,,,1
2017-05-06,Belgium,,,16
2017-05-06,Brazil,,,14
2017-05-06,Bulgaria,,,3
2017-05-06,Cambodia,,,1
2017-05-06,Canada,,,62
2017-05-06,Chile,,,7
2017-05-06,China,,,6
2017-05-06,Colombia,,,7
2017-05-06,Croatia,,,3
2017-05-06,Czechia,,,9
2017-05-06,Denmark,,,3
2017-05-06,Dominican Republic,,,2
2017-05-06,Ecuador,,,1
2017-05-06,Egypt,,,2
2017-05-06,Estonia,,,3
2017-05-06,Finland,,,3
2017-05-06,France,,,18
2017-05-06,Germany,,,43
2017-05-06,Greece,,,6
2017-05-06,Hong Kong,,,5
2017-05-06,Hungary,,,3
2017-05-06,Iceland,,,3
2017-05-06,India,,,171
2017-05-06,Indonesia,,,14
2017-05-06,Iraq,,,1
2017-05-06,Ireland,,,14
2017-05-06,Israel,,,9
2017-05-06,Italy,,,27
2017-05-06,Japan,,,31
2017-05-06,Jordan,,,1
2017-05-06,Latvia,,,1
2017-05-06,Macau,,,1
2017-05-06,Malaysia,,,2
2017-05-06,Mexico,,,16
2017-05-06,Montenegro,,,1
2017-05-06,Morocco,,,3
2017-05-06,Nepal,,,2
2017-05-06,Netherlands,,,23
2017-05-06,New Zealand,,,3
2017-05-06,Nicaragua,,,1
2017-05-06,Nigeria,,,2
2017-05-06,Pakistan,,,8
2017-05-06,Panama,,,1
2017-05-06,Peru,,,9
2017-05-06,Philippines,,,12
2017-05-06,Poland,,,15
2017-05-06,Portugal,,,3
2017-05-06,Puerto Rico,,,1
2017-05-06,Qatar,,,2
2017-05-06,Romania,,,4
2017-05-06,Russia,,,11
2017-05-06,Saudi Arabia,,,3
2017-05-06,Serbia,,,2
2017-05-06,Singapore,,,13
2017-05-06,Slovakia,,,3
2017-05-06,Slovenia,,,1
2017-05-06,South Africa,,,5
2017-05-06,South Korea,,,2
2017-05-06,Spain,,,22
2017-05-06,Sri Lanka,,,3
2017-05-06,Swaziland,,,1
2017-05-06,Sweden,,,11
2017-05-06,Switzerland,,,8
2017-05-06,Taiwan,,,17
2017-05-06,Thailand,,,7
2017-05-06,Turkey,,,10
2017-05-06,Turkmenistan,,,1
2017-05-06,Ukraine,,,2
2017-05-06,United Arab Emirates,,,8
2017-05-06,United Kingdom,,,84
2017-05-06,United States,883.36,12,495
2017-05-06,Vietnam,,,6
2017-05-07,Argentina,,,4
2017-05-07,Australia,,,33
2017-05-07,Austria,,,2
2017-05-07,Bahrain,,,2
2017-05-07,Bangladesh,,,2
2017-05-07,Belarus,,,2
2017-05-07,Belgium,,,12
2017-05-07,Brazil,,,11
2017-05-07,Brunei,,,1
2017-05-07,Bulgaria,,,1
2017-05-07,Cameroon,,,1
2017-05-07,Canada,,,48
2017-05-07,Chile,,,7
2017-05-07,China,,,12
2017-05-07,Colombia,,,4
2017-05-07,Costa Rica,,,1
2017-05-07,Croatia,,,1
2017-05-07,Czechia,,,11
2017-05-07,Denmark,,,2
2017-05-07,Egypt,,,5
2017-05-07,Estonia,,,2
2017-05-07,Ethiopia,,,2
2017-05-07,Finland,,,4
2017-05-07,France,,,15
2017-05-07,Germany,,,50
2017-05-07,Greece,,,2
2017-05-07,Honduras,,,1
2017-05-07,Hong Kong,,,18
2017-05-07,Hungary,,,1
2017-05-07,Iceland,,,1
2017-05-07,India,,,190
2017-05-07,Indonesia,,,19
2017-05-07,Ireland,,,14
2017-05-07,Israel,,,5
2017-05-07,Italy,,,20
2017-05-07,Japan,,,42
2017-05-07,Jordan,,,3
2017-05-07,Kenya,,,1
2017-05-07,Latvia,,,1
2017-05-07,Macedonia (FYROM),,,1
2017-05-07,Malaysia,,,23
2017-05-07,Mexico,148.98,1,6
2017-05-07,Mozambique,,,1
2017-05-07,Nepal,,,1
2017-05-07,Netherlands,,,20
2017-05-07,New Zealand,,,3
2017-05-07,Nigeria,,,6
2017-05-07,Norway,,,3
2017-05-07,Oman,,,1
2017-05-07,Pakistan,,,12
2017-05-07,Paraguay,,,5
2017-05-07,Peru,,,6
2017-05-07,Philippines,,,8
2017-05-07,Poland,,,10
2017-05-07,Portugal,,,4
2017-05-07,Qatar,,,2
2017-05-07,Romania,,,5
2017-05-07,Russia,,,4
2017-05-07,Saudi Arabia,,,3
2017-05-07,Serbia,,,2
2017-05-07,Singapore,,,18
2017-05-07,Slovakia,,,2
2017-05-07,South Africa,,,2
2017-05-07,South Korea,,,4
2017-05-07,Spain,,,17
2017-05-07,Sri Lanka,,,2
2017-05-07,Sweden,,,10
2017-05-07,Switzerland,,,11
2017-05-07,Taiwan,,,24
2017-05-07,Thailand,,,7
2017-05-07,Trinidad & Tobago,,,1
2017-05-07,Turkey,,,6
2017-05-07,Ukraine,,,3
2017-05-07,United Arab Emirates,,,3
2017-05-07,United Kingdom,,,69
2017-05-07,United States,1165.54,10,537
2017-05-07,Venezuela,,,1
2017-05-07,Vietnam,,,4
2017-05-08,Albania,,,1
2017-05-08,Algeria,,,2
2017-05-08,Argentina,,,6
2017-05-08,Australia,,,30
2017-05-08,Austria,,,10
2017-05-08,Bangladesh,,,3
2017-05-08,Belarus,,,2
2017-05-08,Belgium,,,13
2017-05-08,Bosnia & Herzegovina,,,2
2017-05-08,Brazil,,,13
2017-05-08,Bulgaria,,,2
2017-05-08,Cameroon,,,2
2017-05-08,Canada,967.0,1,124
2017-05-08,Chile,,,2
2017-05-08,China,,,9
2017-05-08,Colombia,,,9
2017-05-08,Costa Rica,,,1
2017-05-08,Croatia,,,1
2017-05-08,Czechia,,,8
2017-05-08,Denmark,,,12
2017-05-08,Egypt,,,7
2017-05-08,El Salvador,,,1
2017-05-08,Estonia,,,2
2017-05-08,Finland,,,2
2017-05-08,France,,,19
2017-05-08,Germany,28.95,1,68
2017-05-08,Guatemala,,,1
2017-05-08,Hong Kong,,,10
2017-05-08,Hungary,,,4
2017-05-08,India,,,129
2017-05-08,Indonesia,,,10
2017-05-08,Ireland,,,66
2017-05-08,Israel,,,10
2017-05-08,Italy,,,29
2017-05-08,Japan,,,51
2017-05-08,Kenya,,,1
2017-05-08,Kuwait,,,1
2017-05-08,Laos,,,1
2017-05-08,Latvia,,,3
2017-05-08,Lebanon,,,3
2017-05-08,Lithuania,,,4
2017-05-08,Malaysia,,,22
2017-05-08,Mexico,,,13
2017-05-08,Mozambique,,,2
2017-05-08,Nepal,,,1
2017-05-08,Netherlands,,,28
2017-05-08,New Zealand,,,6
2017-05-08,Nigeria,,,1
2017-05-08,Norway,,,4
2017-05-08,Pakistan,,,2
2017-05-08,Paraguay,,,1
2017-05-08,Peru,,,2
2017-05-08,Philippines,,,15
2017-05-08,Poland,,,16
2017-05-08,Portugal,,,16
2017-05-08,Puerto Rico,,,2
2017-05-08,Romania,,,5
2017-05-08,Russia,,,9
2017-05-08,Saudi Arabia,,,4
2017-05-08,Singapore,,,22
2017-05-08,Slovakia,,,7
2017-05-08,Slovenia,,,1
2017-05-08,South Africa,,,2
2017-05-08,South Korea,,,12
2017-05-08,Spain,,,27
2017-05-08,Sri Lanka,,,6
2017-05-08,Sweden,,,7
2017-05-08,Switzerland,,,14
2017-05-08,Taiwan,,,16
2017-05-08,Thailand,,,5
2017-05-08,Turkey,,,16
2017-05-08,U.S. Virgin Islands,,,1
2017-05-08,Ukraine,,,7
2017-05-08,United Arab Emirates,,,3
2017-05-08,United Kingdom,,,86
2017-05-08,United States,5788.3,51,964
2017-05-08,Vietnam,,,6
2017-05-09,(not set),,,3
2017-05-09,Albania,,,1
2017-05-09,Algeria,,,2
2017-05-09,Argentina,,,8
2017-05-09,Aruba,,,1
2017-05-09,Australia,,,34
2017-05-09,Austria,,,13
2017-05-09,Bahrain,,,1
2017-05-09,Bangladesh,,,3
2017-05-09,Belarus,,,2
2017-05-09,Belgium,,,26
2017-05-09,Bolivia,,,1
2017-05-09,Bosnia & Herzegovina,,,2
2017-05-09,Brazil,,,15
2017-05-09,Bulgaria,,,3
2017-05-09,Cambodia,,,1
2017-05-09,Canada,,,79
2017-05-09,Chile,,,6
2017-05-09,China,,,10
2017-05-09,Colombia,,,24
2017-05-09,Costa Rica,,,1
2017-05-09,Croatia,,,1
2017-05-09,Cyprus,,,1
2017-05-09,Czechia,,,6
2017-05-09,Denmark,,,9
2017-05-09,Dominican Republic,,,3
2017-05-09,Estonia,,,2
2017-05-09,Finland,,,6
2017-05-09,France,,,36
2017-05-09,Georgia,,,1
2017-05-09,Germany,,,66
2017-05-09,Ghana,,,1
2017-05-09,Greece,,,18
2017-05-09,Guatemala,,,9
2017-05-09,Honduras,,,2
2017-05-09,Hong Kong,,,10
2017-05-09,Hungary,,,7
2017-05-09,India,,,132
2017-05-09,Indonesia,,,19
2017-05-09,Ireland,,,29
2017-05-09,Israel,,,4
2017-05-09,Italy,,,33
2017-05-09,Japan,56.97,1,48
2017-05-09,Jordan,,,2
2017-05-09,Kazakhstan,,,1
2017-05-09,Kenya,,,1
2017-05-09,Laos,,,1
2017-05-09,Latvia,,,1
2017-05-09,Lithuania,,,3
2017-05-09,Malaysia,,,7
2017-05-09,Martinique,,,1
2017-05-09,Mexico,,,34
2017-05-09,Moldova,,,3
2017-05-09,Morocco,,,3
2017-05-09,Netherlands,,,26
2017-05-09,New Zealand,,,9
2017-05-09,Nicaragua,,,1
2017-05-09,Nigeria,,,8
2017-05-09,Norway,,,4
2017-05-09,Oman,,,1
2017-05-09,Pakistan,,,6
2017-05-09,Paraguay,,,2
2017-05-09,Peru,,,10
2017-05-09,Philippines,,,17
2017-05-09,Poland,,,11
2017-05-09,Portugal,,,11
2017-05-09,Puerto Rico,,,1
2017-05-09,Qatar,,,2
2017-05-09,Romania,,,1
2017-05-09,Russia,,,17
2017-05-09,Saudi Arabia,,,6
2017-05-09,Serbia,,,3
2017-05-09,Singapore,,,10
2017-05-09,Slovakia,,,3
2017-05-09,South Africa,,,5
2017-05-09,South Korea,,,10
2017-05-09,Spain,,,30
2017-05-09,Sri Lanka,,,10
2017-05-09,Sweden,,,9
2017-05-09,Switzerland,,,23
2017-05-09,Taiwan,,,34
2017-05-09,Thailand,,,23
2017-05-09,Tunisia,,,1
2017-05-09,Turkey,,,10
2017-05-09,Uganda,,,2
2017-05-09,Ukraine,,,5
2017-05-09,United Arab Emirates,,,5
2017-05-09,United Kingdom,,,103
2017-05-09,United States,7577.2,46,946
2017-05-09,Venezuela,,,2
2017-05-09,Vietnam,,,5
2017-05-10,(not set),,,1
2017-05-10,Angola,,,1
2017-05-10,Argentina,,,3
2017-05-10,Australia,,,29
2017-05-10,Austria,,,11
2017-05-10,Bangladesh,,,7
2017-05-10,Belarus,,,2
2017-05-10,Belgium,,,14
2017-05-10,Bermuda,,,1
2017-05-10,Brazil,,,15
2017-05-10,Bulgaria,,,3
2017-05-10,Canada,66.7,1,78
2017-05-10,Chile,,,3
2017-05-10,China,,,5
2017-05-10,Colombia,,,4
2017-05-10,Croatia,,,2
2017-05-10,Czechia,,,10
2017-05-10,Côte d’Ivoire,,,1
2017-05-10,Denmark,,,14
2017-05-10,Dominican Republic,,,1
2017-05-10,Ecuador,,,2
2017-05-10,Egypt,,,3
2017-05-10,Ethiopia,,,1
2017-05-10,France,,,36
2017-05-10,Germany,,,57
2017-05-10,Ghana,,,1
2017-05-10,Greece,,,10
2017-05-10,Guatemala,,,2
2017-05-10,Hong Kong,,,15
2017-05-10,Hungary,,,2
2017-05-10,India,,,123
2017-05-10,Indonesia,,,10
2017-05-10,Iraq,,,1
2017-05-10,Ireland,,,11
2017-05-10,Israel,,,10
2017-05-10,Italy,,,40
2017-05-10,Japan,,,38
2017-05-10,Kazakhstan,,,1
2017-05-10,Kenya,,,2
2017-05-10,Lithuania,,,2
2017-05-10,Macau,,,1
2017-05-10,Malaysia,,,11
2017-05-10,Mexico,,,18
2017-05-10,Morocco,,,3
2017-05-10,Myanmar (Burma),,,1
2017-05-10,Netherlands,,,61
2017-05-10,New Zealand,,,1
2017-05-10,Nigeria,,,1
2017-05-10,Norway,,,13
2017-05-10,Oman,,,2
2017-05-10,Pakistan,,,8
2017-05-10,Panama,,,1
2017-05-10,Peru,,,5
2017-05-10,Philippines,,,25
2017-05-10,Poland,,,24
2017-05-10,Portugal,,,35
2017-05-10,Romania,,,8
2017-05-10,Russia,,,12
2017-05-10,Saudi Arabia,,,4
2017-05-10,Serbia,,,3
2017-05-10,Singapore,,,19
2017-05-10,Slovakia,,,2
2017-05-10,South Africa,,,5
2017-05-10,South Korea,,,9
2017-05-10,Spain,,,35
2017-05-10,Sri Lanka,,,3
2017-05-10,Sweden,,,10
2017-05-10,Switzerland,,,12
2017-05-10,Taiwan,,,22
2017-05-10,Thailand,,,12
2017-05-10,Turkey,,,12
2017-05-10,Uganda,,,1
2017-05-10,Ukraine,,,10
2017-05-10,United Arab Emirates,,,7
2017-05-10,United Kingdom,,,113
2017-05-10,United States,5764.17,39,933
2017-05-10,Uruguay,,,1
2017-05-10,Venezuela,,,3
2017-05-10,Vietnam,,,6
2017-05-11,(not set),,,2
2017-05-11,Algeria,,,1
2017-05-11,Angola,,,1
2017-05-11,Antigua & Barbuda,,,1
2017-05-11,Argentina,,,8
2017-05-11,Australia,,,28
2017-05-11,Austria,,,4
2017-05-11,Bangladesh,,,9
2017-05-11,Belarus,,,7
2017-05-11,Belgium,,,13
2017-05-11,Bermuda,,,1
2017-05-11,Bolivia,,,1
2017-05-11,Brazil,,,32
2017-05-11,Brunei,,,1
2017-05-11,Bulgaria,,,2
2017-05-11,Cambodia,,,2
2017-05-11,Canada,21.37,1,82
2017-05-11,Chile,,,6
2017-05-11,China,,,4
2017-05-11,Colombia,,,10
2017-05-11,Costa Rica,,,1
2017-05-11,Croatia,,,2
2017-05-11,Cyprus,,,1
2017-05-11,Czechia,,,8
2017-05-11,Côte d’Ivoire,,,1
2017-05-11,Denmark,,,14
2017-05-11,Dominican Republic,,,1
2017-05-11,Ecuador,,,4
2017-05-11,Egypt,,,2
2017-05-11,El Salvador,,,1
2017-05-11,Estonia,,,2
2017-05-11,Finland,,,2
2017-05-11,France,,,28
2017-05-11,French Polynesia,,,1
2017-05-11,Georgia,,,1
2017-05-11,Germany,,,38
2017-05-11,Ghana,,,1
2017-05-11,Greece,,,14
2017-05-11,Guatemala,,,4
2017-05-11,Hong Kong,,,17
2017-05-11,Hungary,,,5
2017-05-11,Iceland,,,1
2017-05-11,India,,,103
2017-05-11,Indonesia,,,15
2017-05-11,Iraq,,,1
2017-05-11,Ireland,,,12
2017-05-11,Israel,,,22
2017-05-11,Italy,,,47
2017-05-11,Japan,,,68
2017-05-11,Kazakhstan,,,2
2017-05-11,Kenya,,,1
2017-05-11,Latvia,,,2
2017-05-11,Luxembourg,,,1
2017-05-11,Macedonia (FYROM),,,1
2017-05-11,Madagascar,,,1
2017-05-11,Malaysia,,,12
2017-05-11,Mexico,,,17
2017-05-11,Moldova,,,1
2017-05-11,Morocco,,,3
2017-05-11,Myanmar (Burma),,,3
2017-05-11,Netherlands,,,64
2017-05-11,New Zealand,,,4
2017-05-11,Nigeria,,,2
2017-05-11,Norway,,,2
2017-05-11,Pakistan,,,8
2017-05-11,Palestine,,,1
2017-05-11,Panama,,,1
2017-05-11,Paraguay,,,1
2017-05-11,Peru,,,25
2017-05-11,Philippines,,,17
2017-05-11,Poland,,,22
2017-05-11,Portugal,,,3
2017-05-11,Puerto Rico,,,2
2017-05-11,Romania,,,10
2017-05-11,Russia,,,21
2017-05-11,Saudi Arabia,,,3
2017-05-11,Serbia,,,1
2017-05-11,Singapore,,,27
2017-05-11,Slovakia,,,2
2017-05-11,Slovenia,,,2
2017-05-11,South Africa,,,6
2017-05-11,South Korea,,,11
2017-05-11,Spain,,,32
2017-05-11,Sri Lanka,,,6
2017-05-11,Sweden,156.82,2,15
2017-05-11,Switzerland,,,15
2017-05-11,Taiwan,,,37
2017-05-11,Tanzania,,,1
2017-05-11,Thailand,,,7
2017-05-11,Turkey,,,10
2017-05-11,Ukraine,,,12
2017-05-11,United Arab Emirates,,,8
2017-05-11,United Kingdom,,,89
2017-05-11,United States,4309.72,43,1034
2017-05-11,Uruguay,,,32
2017-05-11,Venezuela,,,1
2017-05-11,Vietnam,,,8
2017-05-12,(not set),,,3
2017-05-12,Argentina,47.57,1,5
2017-05-12,Australia,,,23
2017-05-12,Austria,,,6
2017-05-12,Bahrain,,,1
2017-05-12,Barbados,,,1
2017-05-12,Belarus,,,1
2017-05-12,Belgium,,,8
2017-05-12,Bosnia & Herzegovina,,,3
2017-05-12,Brazil,,,22
2017-05-12,Brunei,,,1
2017-05-12,Bulgaria,,,2
2017-05-12,Cameroon,,,1
2017-05-12,Canada,75.96,1,57
2017-05-12,Chile,,,6
2017-05-12,China,,,10
2017-05-12,Colombia,,,9
2017-05-12,Croatia,,,7
2017-05-12,Czechia,,,5
2017-05-12,Denmark,,,5
2017-05-12,Dominican Republic,,,1
2017-05-12,Ecuador,,,1
2017-05-12,Egypt,,,2
2017-05-12,El Salvador,,,1
2017-05-12,Estonia,,,1
2017-05-12,Ethiopia,,,1
2017-05-12,France,,,41
2017-05-12,Georgia,,,1
2017-05-12,Germany,,,45
2017-05-12,Greece,,,4
2017-05-12,Guatemala,,,6
2017-05-12,Hong Kong,,,9
2017-05-12,Hungary,,,4
2017-05-12,India,,,168
2017-05-12,Indonesia,,,10
2017-05-12,Ireland,,,15
2017-05-12,Israel,,,10
2017-05-12,Italy,,,47
2017-05-12,Japan,,,38
2017-05-12,Jordan,,,1
2017-05-12,Kazakhstan,,,1
2017-05-12,Laos,,,1
2017-05-12,Luxembourg,,,1
2017-05-12,Malaysia,,,7
2017-05-12,Mali,,,1
2017-05-12,Mexico,152.5,1,26
2017-05-12,Moldova,,,1
2017-05-12,Montenegro,,,1
2017-05-12,Morocco,,,1
2017-05-12,Nepal,,,1
2017-05-12,Netherlands,,,27
2017-05-12,New Zealand,,,3
2017-05-12,Nigeria,,,3
2017-05-12,Norway,,,1
2017-05-12,Oman,,,1
2017-05-12,Pakistan,,,3
2017-05-12,Panama,,,1
2017-05-12,Paraguay,,,2
2017-05-12,Peru,,,3
2017-05-12,Philippines,,,26
2017-05-12,Poland,,,13
2017-05-12,Portugal,,,11
2017-05-12,Puerto Rico,,,1
2017-05-12,Romania,,,3
2017-05-12,Russia,,,8
2017-05-12,Saudi Arabia,,,3
2017-05-12,Serbia,,,1
2017-05-12,Singapore,,,2
2017-05-12,Slovakia,,,5
2017-05-12,South Africa,,,15
2017-05-12,South Korea,,,5
2017-05-12,Spain,,,22
2017-05-12,Sri Lanka,,,2
2017-05-12,Sweden,,,31
2017-05-12,Switzerland,16.99,1,11
2017-05-12,Taiwan,,,29
2017-05-12,Thailand,,,18
2017-05-12,Trinidad & Tobago,,,2
2017-05-12,Turkey,,,9
2017-05-12,Ukraine,,,6
2017-05-12,United Arab Emirates,,,3
2017-05-12,United Kingdom,,,108
2017-05-12,United States,6637.03,50,919
2017-05-12,Uruguay,,,1
2017-05-12,Venezuela,,,5
2017-05-12,Vietnam,,,6
2017-05-13,(not set),,,1
2017-05-13,Argentina,,,11
2017-05-13,Australia,,,24
2017-05-13,Austria,,,2
2017-05-13,Bangladesh,,,2
2017-05-13,Belgium,,,9
2017-05-13,Bosnia & Herzegovina,,,1
2017-05-13,Brazil,,,21
2017-05-13,Bulgaria,,,2
2017-05-13,Cambodia,,,1
2017-05-13,Cameroon,,,1
2017-05-13,Canada,50.0,1,45
2017-05-13,Chile,,,2
2017-05-13,China,,,5
2017-05-13,Colombia,,,10
2017-05-13,Croatia,,,3
2017-05-13,Czechia,,,6
2017-05-13,Denmark,,,3
2017-05-13,Dominican Republic,,,1
2017-05-13,Ecuador,,,2
2017-05-13,Egypt,,,1
2017-05-13,Estonia,,,2
2017-05-13,France,,,19
2017-05-13,French Guiana,,,1
2017-05-13,French Polynesia,,,1
2017-05-13,Germany,,,27
2017-05-13,Ghana,,,1
2017-05-13,Greece,,,9
2017-05-13,Honduras,,,2
2017-05-13,Hong Kong,,,11
2017-05-13,Hungary,,,8
2017-05-13,India,,,97
2017-05-13,Indonesia,,,7
2017-05-13,Ireland,,,9
2017-05-13,Israel,,,6
2017-05-13,Italy,,,29
2017-05-13,Japan,,,44
2017-05-13,Kazakhstan,,,2
2017-05-13,Kenya,,,1
2017-05-13,Latvia,,,1
2017-05-13,Lithuania,,,2
2017-05-13,Malaysia,,,14
2017-05-13,Mexico,,,14
2017-05-13,Morocco,,,3
2017-05-13,Netherlands,,,20
2017-05-13,New Zealand,,,5
2017-05-13,Niger,,,1
2017-05-13,Nigeria,,,7
2017-05-13,Pakistan,,,5
2017-05-13,Peru,,,10
2017-05-13,Philippines,,,11
2017-05-13,Poland,,,5
2017-05-13,Portugal,,,12
2017-05-13,Romania,,,3
2017-05-13,Russia,,,12
2017-05-13,Saudi Arabia,87.15,1,8
2017-05-13,Serbia,,,2
2017-05-13,Singapore,,,7
2017-05-13,Slovakia,,,6
2017-05-13,Slovenia,,,2
2017-05-13,South Africa,,,2
2017-05-13,South Korea,,,5
2017-05-13,Spain,,,22
2017-05-13,Sri Lanka,,,3
2017-05-13,Sweden,,,6
2017-05-13,Switzerland,,,4
2017-05-13,Taiwan,,,37
2017-05-13,Thailand,,,6
2017-05-13,Turkey,,,13
2017-05-13,Ukraine,,,6
2017-05-13,United Arab Emirates,,,6
2017-05-13,United Kingdom,,,56
2017-05-13,United States,2175.92,21,491
2017-05-13,Venezuela,,,3
2017-05-13,Vietnam,,,11
2017-05-13,Zimbabwe,,,1
2017-05-14,Albania,,,1
2017-05-14,Argentina,,,1
2017-05-14,Australia,,,22
2017-05-14,Austria,,,12
2017-05-14,Bangladesh,,,3
2017-05-14,Belarus,,,1
2017-05-14,Belgium,,,10
2017-05-14,Brazil,,,16
2017-05-14,Bulgaria,,,6
2017-05-14,Cambodia,,,2
2017-05-14,Canada,125.43,1,56
2017-05-14,Chile,,,10
2017-05-14,China,,,7
2017-05-14,Colombia,,,5
2017-05-14,Congo - Kinshasa,,,1
2017-05-14,Cyprus,,,1
2017-05-14,Czechia,,,10
2017-05-14,Denmark,,,4
2017-05-14,Dominican Republic,,,1
2017-05-14,Ecuador,,,1
2017-05-14,Egypt,,,1
2017-05-14,El Salvador,,,1
2017-05-14,Finland,,,1
2017-05-14,France,,,22
2017-05-14,Germany,,,39
2017-05-14,Greece,,,4
2017-05-14,Hong Kong,,,8
2017-05-14,Hungary,,,4
2017-05-14,Iceland,,,1
2017-05-14,India,,,91
2017-05-14,Indonesia,,,13
2017-05-14,Ireland,,,8
2017-05-14,Israel,,,6
2017-05-14,Italy,,,31
2017-05-14,Japan,,,44
2017-05-14,Jordan,,,1
2017-05-14,Lithuania,,,2
2017-05-14,Malaysia,,,9
2017-05-14,Mexico,,,11
2017-05-14,Morocco,,,3
2017-05-14,Netherlands,,,20
2017-05-14,New Zealand,,,3
2017-05-14,Nigeria,,,4
2017-05-14,Norway,,,1
2017-05-14,Pakistan,,,5
2017-05-14,Peru,,,2
2017-05-14,Philippines,,,20
2017-05-14,Poland,,,50
2017-05-14,Portugal,,,3
2017-05-14,Puerto Rico,,,1
2017-05-14,Romania,,,1
2017-05-14,Russia,,,15
2017-05-14,Saudi Arabia,,,3
2017-05-14,Serbia,,,4
2017-05-14,Singapore,,,12
2017-05-14,Slovakia,,,4
2017-05-14,Slovenia,,,2
2017-05-14,South Africa,,,3
2017-05-14,South Korea,,,6
2017-05-14,Spain,,,12
2017-05-14,Sri Lanka,,,3
2017-05-14,Sweden,,,5
2017-05-14,Switzerland,,,5
2017-05-14,Taiwan,,,23
2017-05-14,Thailand,,,10
2017-05-14,Trinidad & Tobago,,,2
2017-05-14,Turkey,,,10
2017-05-14,Ukraine,,,1
2017-05-14,United Arab Emirates,,,6
2017-05-14,United Kingdom,,,66
2017-05-14,United States,587.66,9,511
2017-05-14,Venezuela,,,1
2017-05-14,Vietnam,,,6
2017-05-15,(not set),,,1
2017-05-15,Argentina,,,1
2017-05-15,Australia,,,41
2017-05-15,Austria,,,7
2017-05-15,Bahrain,,,1
2017-05-15,Bangladesh,,,2
2017-05-15,Belgium,,,11
2017-05-15,Belize,,,1
2017-05-15,Bermuda,,,1
2017-05-15,Bosnia & Herzegovina,,,1
2017-05-15,Brazil,,,21
2017-05-15,Bulgaria,,,3
2017-05-15,Canada,,,60
2017-05-15,Chile,,,6
2017-05-15,China,,,7
2017-05-15,Colombia,,,3
2017-05-15,Costa Rica,,,3
2017-05-15,Croatia,,,3
2017-05-15,Czechia,,,7
2017-05-15,Denmark,,,5
2017-05-15,Dominican Republic,,,1
2017-05-15,Ecuador,,,3
2017-05-15,Egypt,,,3
2017-05-15,El Salvador,,,4
2017-05-15,Finland,,,1
2017-05-15,France,,,28
2017-05-15,Georgia,,,1
2017-05-15,Germany,,,36
2017-05-15,Greece,,,5
2017-05-15,Guatemala,,,2
2017-05-15,Hong Kong,,,8
2017-05-15,Hungary,,,4
2017-05-15,India,,,106
2017-05-15,Indonesia,,,23
2017-05-15,Ireland,,,15
2017-05-15,Israel,,,21
2017-05-15,Italy,,,32
2017-05-15,Jamaica,,,1
2017-05-15,Japan,,,54
2017-05-15,Kazakhstan,,,1
2017-05-15,Kenya,,,1
2017-05-15,Kuwait,,,2
2017-05-15,Latvia,,,2
2017-05-15,Lithuania,,,2
2017-05-15,Malaysia,,,4
2017-05-15,Mali,,,1
2017-05-15,Malta,,,3
